timestamp,temperature,ph,turbidity
2026-08-21 06:52:33+00:00,28.625,7.33446,1
2026-08-21 06:52:55+00:00,28.625,6.28446,1
2026-08-21 06:53:13+00:00,28.625,3.53176,1
2026-08-21 06:53:33+00:00,28.5625,4.70541,1
2026-08-21 06:53:55+00:00,28.625,5.65203,1
2026-08-21 06:54:13+00:00,28.625,6.72838,1
2026-08-21 06:54:33+00:00,28.625,4.71351,1
2026-08-21 06:54:55+00:00,28.625,5.8527,1
2026-08-21 06:55:13+00:00,28.625,3.5277,1
2026-08-21 06:55:33+00:00,28.625,6.75068,1
2026-08-21 06:55:55+00:00,28.625,2.67027,1
2026-08-21 06:56:13+00:00,28.625,6.44257,1
2026-08-21 06:56:33+00:00,28.625,4.47838,1
2026-08-21 06:56:55+00:00,28.625,2.58311,1
2026-08-21 06:57:13+00:00,28.625,3.49932,1
2026-08-21 06:57:33+00:00,28.625,6.81554,1
2026-08-21 06:57:55+00:00,28.625,8.34595,1
2026-08-21 06:58:13+00:00,28.625,4.36487,1
2026-08-21 06:58:33+00:00,28.625,6.14054,1
2026-08-21 06:58:55+00:00,28.625,6.80338,1
2026-08-21 06:59:13+00:00,28.625,6.80743,1
2026-08-21 06:59:33+00:00,28.625,1.85541,1
2026-08-21 06:59:56+00:00,28.625,1.26959,1
2026-08-21 07:00:13+00:00,28.625,5.71689,1
2026-08-21 07:00:33+00:00,28.6875,3.62095,1
2026-08-21 07:00:55+00:00,28.6875,6.925,1
2026-08-21 07:01:13+00:00,28.6875,1.34662,1
2026-08-21 07:01:33+00:00,28.6875,6.79932,1
2026-08-21 07:01:55+00:00,28.6875,6.72838,1
2026-08-21 07:02:13+00:00,28.6875,6.68581,1
2026-08-21 07:02:34+00:00,28.6875,6.76689,1
2026-08-21 07:02:55+00:00,28.6875,5.83243,1
2026-08-21 07:03:13+00:00,28.6875,4.74797,1
2026-08-21 07:03:36+00:00,28.6875,3.92905,1
2026-08-21 07:03:55+00:00,28.6875,3.32095,1
2026-08-21 07:04:13+00:00,28.6875,2.11487,1
2026-08-21 07:04:33+00:00,28.6875,6.78311,1
2026-08-21 07:04:55+00:00,28.6875,2.69662,1
2026-08-21 07:05:58+00:00,28.6875,6.7527,1
2026-08-21 07:06:18+00:00,28.6875,5.18581,1
2026-08-21 07:06:40+00:00,28.6875,6.80743,1
2026-08-21 07:06:58+00:00,28.6875,4.8473,1
2026-08-21 07:07:18+00:00,28.75,4.49662,1
2026-08-21 07:07:40+00:00,28.6875,4.76216,1
2026-08-21 07:07:58+00:00,28.6875,2.90946,1
2026-08-21 07:08:18+00:00,28.75,1.82905,1
2026-08-21 07:08:40+00:00,28.6875,1.36486,1
2026-08-21 07:08:58+00:00,28.75,8.7777,1
2026-08-21 07:09:18+00:00,28.75,6.775,1
2026-08-21 07:09:40+00:00,28.75,1.6527,1
2026-08-21 07:09:58+00:00,28.75,5.63378,1
2026-08-21 07:10:18+00:00,28.75,8.85473,1
2026-08-21 07:10:40+00:00,28.75,2.77365,1
2026-08-21 07:10:58+00:00,28.75,3.51959,1
2026-08-21 07:11:18+00:00,28.75,8.6277,1
2026-08-21 07:11:40+00:00,28.75,4.77635,1
2026-08-21 07:11:58+00:00,28.75,3.48311,1
2026-08-21 07:12:18+00:00,28.75,8.2973,1
2026-08-21 07:12:40+00:00,28.8125,1.74189,1
2026-08-21 07:12:58+00:00,28.75,3.89257,1
2026-08-21 07:13:18+00:00,28.75,6.81149,1
2026-08-21 07:13:40+00:00,28.75,6.63919,1
2026-08-21 07:13:58+00:00,28.75,2.90135,1
2026-08-21 07:14:18+00:00,28.75,6.26013,1
2026-08-21 07:14:40+00:00,28.8125,6.32703,1
2026-08-21 07:14:58+00:00,28.75,6.29459,1
2026-08-21 07:15:18+00:00,28.8125,3.62905,1
2026-08-21 07:15:40+00:00,28.75,0.9473,1
2026-08-21 07:15:58+00:00,28.75,4.77432,1
2026-08-21 07:16:18+00:00,28.75,8.77365,1
2026-08-21 07:16:40+00:00,28.8125,6.73851,1
2026-08-21 07:17:43+00:00,28.75,6.7223,1
2026-08-21 07:18:03+00:00,28.8125,6.43649,1
2026-08-21 07:18:23+00:00,28.75,5.58716,1
2026-08-21 07:19:29+00:00,28.8125,5.46959,1
2026-08-21 07:19:48+00:00,28.8125,2.16757,1
2026-08-21 07:20:08+00:00,28.8125,4.69324,1
2026-08-21 07:20:28+00:00,28.8125,4.16216,1
2026-08-21 07:20:48+00:00,28.8125,4.36892,1
2026-08-21 07:21:09+00:00,28.875,4.70743,1
2026-08-21 07:21:28+00:00,28.875,6.75676,1
2026-08-21 07:22:27+00:00,28.8125,1.79257,1
2026-08-21 07:22:47+00:00,28.8125,3.93919,1
2026-08-21 07:23:07+00:00,28.8125,4.77027,1
2026-08-21 07:23:29+00:00,28.875,7.33041,1
2026-08-21 07:23:49+00:00,28.8125,4.73378,1
2026-08-21 07:24:09+00:00,28.8125,6.11216,1
2026-08-21 07:24:29+00:00,28.8125,1.55541,1
2026-08-21 07:24:49+00:00,28.8125,6.48108,1
2026-08-21 07:25:09+00:00,28.8125,4.45811,1
2026-08-21 07:25:29+00:00,28.8125,7.60811,1
2026-08-21 07:25:48+00:00,28.8125,4.38514,1
2026-08-21 07:26:08+00:00,28.8125,5.91149,1
2026-08-21 07:27:11+00:00,28.875,1.33446,1
2026-08-21 07:27:31+00:00,28.8125,6.99189,1
2026-08-21 07:27:52+00:00,28.8125,8.78176,1
2026-08-21 07:28:11+00:00,28.8125,3.05541,1
2026-08-21 07:28:31+00:00,28.875,4.68513,1
2026-08-21 07:28:51+00:00,28.875,6.79932,1
2026-08-21 07:29:11+00:00,28.8125,6.75676,1
2026-08-21 07:29:31+00:00,28.875,6.73041,1
2026-08-21 07:29:51+00:00,28.875,4.71554,1
2026-08-21 07:30:11+00:00,28.875,6.24189,1
2026-08-21 07:30:31+00:00,28.875,4.70743,1
2026-08-21 07:30:51+00:00,28.875,5.98041,1
2026-08-21 07:31:11+00:00,28.875,6.43041,1
2026-08-21 07:31:31+00:00,28.875,6.72433,1
2026-08-21 07:31:51+00:00,28.875,6.94932,1
2026-08-21 07:32:11+00:00,28.875,4.71351,1
2026-08-21 07:33:06+00:00,28.875,3.80946,1
2026-08-21 07:33:26+00:00,28.875,0.86622,1
2026-08-21 07:33:46+00:00,28.875,7.67297,1
2026-08-21 07:34:53+00:00,28.875,6.81554,1
2026-08-21 07:35:13+00:00,28.875,6.31487,1
2026-08-21 07:35:33+00:00,28.875,5.275,1
2026-08-21 07:35:53+00:00,28.875,8.13919,1
2026-08-21 07:36:13+00:00,28.875,4.64459,1
2026-08-21 07:36:33+00:00,28.875,6.27432,1
2026-08-21 07:36:53+00:00,28.875,4.77027,1
2026-08-21 07:37:13+00:00,28.875,7.40743,1
2026-08-21 07:37:36+00:00,28.9375,4.87568,1
2026-08-21 07:37:53+00:00,28.875,6.78311,1
2026-08-21 07:38:13+00:00,28.875,2.46149,1
2026-08-21 07:38:33+00:00,28.875,8.51013,1
2026-08-21 07:38:53+00:00,28.9375,4.28378,1
2026-08-21 07:39:13+00:00,28.875,2.78784,1
2026-08-21 07:39:33+00:00,28.875,6.16081,1
2026-08-21 07:39:53+00:00,28.9375,3.99797,1
2026-08-21 07:40:13+00:00,28.875,4.00608,1
2026-08-21 07:40:35+00:00,28.9375,6.80338,1
2026-08-21 07:40:53+00:00,28.9375,6.76892,1
2026-08-21 07:41:13+00:00,28.9375,3.28041,1
2026-08-21 07:41:33+00:00,28.9375,4.48243,1
2026-08-21 07:41:53+00:00,28.9375,6.77095,1
2026-08-21 07:42:13+00:00,28.9375,3.81149,1
2026-08-21 07:42:33+00:00,28.9375,0.95338,1
2026-08-21 07:42:53+00:00,28.9375,4.98514,1
2026-08-21 07:43:13+00:00,28.9375,4.73581,1
2026-08-21 07:43:35+00:00,28.9375,6.74257,1
2026-08-21 07:44:37+00:00,28.9375,1.27567,1
2026-08-21 07:44:57+00:00,28.9375,6.75068,1
2026-08-21 07:45:16+00:00,28.9375,6.73243,1
2026-08-21 07:45:37+00:00,28.9375,6.73041,1
2026-08-21 07:45:57+00:00,28.9375,3.65135,1
2026-08-21 07:47:01+00:00,29.0,6.7446,1
2026-08-21 07:47:21+00:00,28.9375,6.67162,1
2026-08-21 07:47:41+00:00,29.0,6.72433,1
2026-08-21 07:48:01+00:00,29.0,3.87432,1
2026-08-21 07:48:21+00:00,29.0,3.66757,1
2026-08-21 07:48:41+00:00,29.0,6.75473,1
2026-08-21 07:49:42+00:00,29.0,4.6973,1
2026-08-21 07:50:02+00:00,29.0,3.02905,1
2026-08-21 07:50:22+00:00,29.0,4.19865,1
2026-08-21 07:50:42+00:00,29.0,5.05203,1
2026-08-21 07:51:02+00:00,29.0,4.71554,1
2026-08-21 07:51:22+00:00,29.0,8.7777,1
2026-08-21 07:51:42+00:00,29.0,2.70878,1
2026-08-21 07:52:02+00:00,29.0,2.30338,1
2026-08-21 07:52:24+00:00,29.0,8.77365,1
2026-08-21 07:52:42+00:00,29.0,7.26554,1
2026-08-21 07:53:48+00:00,29.0,6.75068,1
2026-08-21 07:54:08+00:00,29.0,6.11622,1
2026-08-21 07:54:31+00:00,29.0,6.56216,1
2026-08-21 07:54:51+00:00,28.9375,6.14257,1
2026-08-21 07:55:08+00:00,28.9375,8.38649,1
2026-08-21 07:55:28+00:00,28.9375,4.2473,1
2026-08-24 08:45:58+00:00,-127.0,3.025,1
2026-08-24 08:46:18+00:00,-127.0,6.79527,1
2026-08-24 08:46:38+00:00,-127.0,7.03243,1
2026-08-24 08:46:58+00:00,-127.0,2.87703,1
2026-08-24 08:47:18+00:00,-127.0,1.10338,1
2026-08-24 08:49:05+00:00,29.1875,5.62162,1
2026-08-24 08:49:25+00:00,29.1875,5.66014,1
2026-08-24 08:49:45+00:00,29.25,5.92365,1
2026-08-24 08:51:01+00:00,29.1875,6.14257,1
2026-08-24 08:51:21+00:00,29.25,6.17703,1
2026-08-24 08:51:41+00:00,29.25,6.08176,1
2026-08-24 08:52:01+00:00,29.25,6.08378,1
2026-08-24 08:52:21+00:00,29.25,5.88311,1
2026-08-24 08:52:41+00:00,29.25,5.93581,1
2026-08-24 08:53:01+00:00,29.25,6.21554,1
2026-08-24 08:53:21+00:00,29.25,6.02297,1
2026-08-24 08:53:43+00:00,29.25,6.08378,1
2026-08-24 08:54:01+00:00,29.25,6.27635,1
2026-08-24 08:54:21+00:00,29.25,6.28649,1
2026-08-24 08:55:28+00:00,29.25,6.08581,1
2026-08-24 08:55:48+00:00,29.25,6.40608,1
2026-08-24 08:56:07+00:00,29.1875,6.09797,1
2026-08-24 08:56:28+00:00,29.1875,6.17297,1
2026-08-24 08:56:48+00:00,29.25,6.44054,1
2026-08-24 08:57:07+00:00,29.25,6.1223,1
2026-08-24 08:59:31+00:00,29.1875,6.07973,1
2026-08-24 08:59:54+00:00,29.1875,6.23784,1
2026-08-24 09:00:11+00:00,29.1875,6.43649,1
2026-08-24 09:00:32+00:00,29.1875,6.08986,1
2026-08-24 09:00:52+00:00,29.25,6.02297,1
2026-08-24 09:01:14+00:00,29.25,6.20135,1
2026-08-24 09:02:28+00:00,29.25,6.10608,1
2026-08-24 09:02:47+00:00,29.25,6.21554,1
2026-08-24 09:03:09+00:00,29.25,6.18919,1
2026-08-24 09:03:29+00:00,29.1875,6.31284,1
2026-08-24 09:03:50+00:00,29.25,6.09392,1
2026-08-24 09:04:08+00:00,29.25,6.20135,1
2026-08-24 09:04:30+00:00,29.25,6.39797,1
2026-08-24 09:04:48+00:00,29.25,6.36149,1
2026-08-24 09:05:08+00:00,29.25,6.37365,1
2026-08-24 09:05:30+00:00,29.25,6.17297,1
2026-08-24 09:05:47+00:00,29.25,6.34527,1
2026-08-24 09:06:08+00:00,29.25,6.09797,1
2026-08-24 09:06:27+00:00,29.25,6.14054,1
2026-08-24 09:06:49+00:00,29.25,6.03716,1
2026-08-24 09:07:07+00:00,29.25,6.26013,1
2026-08-24 09:07:29+00:00,29.25,6.08784,1
2026-08-24 09:07:47+00:00,29.25,6.32905,1
2026-08-24 09:09:03+00:00,29.25,6.20541,1
2026-08-24 09:09:22+00:00,29.25,6.29257,1
2026-08-24 09:09:42+00:00,29.25,6.05743,1
2026-08-24 09:10:04+00:00,29.25,6.06554,1
2026-08-24 09:10:23+00:00,29.25,6.10203,1
2026-08-24 09:10:42+00:00,29.25,6.27635,1
2026-08-24 09:11:03+00:00,29.25,6.36149,1
2026-08-24 09:11:23+00:00,29.25,6.43041,1
2026-08-24 09:11:42+00:00,29.25,6.35743,1
2026-08-24 09:12:02+00:00,29.25,6.1973,1
2026-08-24 09:12:22+00:00,29.3125,6.04932,1
2026-08-24 09:12:42+00:00,29.3125,6.15473,1
2026-08-24 09:13:02+00:00,29.3125,6.35541,1
2026-08-24 09:13:22+00:00,29.3125,6.25,1
2026-08-24 09:13:42+00:00,29.3125,6.15473,1
2026-08-24 09:14:04+00:00,29.25,6.10811,1
2026-08-24 09:14:22+00:00,29.25,6.23784,1
2026-08-24 09:14:42+00:00,29.25,6.19122,1
2026-08-24 09:15:02+00:00,29.25,6.42027,1
2026-08-24 09:15:24+00:00,29.25,6.21959,1
2026-08-24 09:15:42+00:00,29.25,6.31487,1
2026-08-24 09:16:03+00:00,29.25,6.46689,1
2026-08-24 09:16:24+00:00,29.25,6.17703,1
2026-08-24 09:16:42+00:00,29.375,2.18987,1
2026-08-24 09:17:03+00:00,20.6875,5.4473,1
2026-08-24 09:17:22+00:00,18.625,5.99865,1
2026-08-24 09:17:42+00:00,18.125,6.27432,1
2026-08-24 09:18:02+00:00,17.8125,5.61757,1
2026-08-24 09:18:23+00:00,17.8125,5.63176,1
2026-08-24 09:18:44+00:00,17.9375,5.87095,0
2026-08-24 09:19:02+00:00,18.25,5.62162,0
2026-08-24 09:19:24+00:00,18.375,5.48176,0
2026-08-24 09:19:42+00:00,18.6875,5.71284,0
2026-08-24 09:20:05+00:00,18.875,5.75946,0
2026-08-24 09:20:22+00:00,18.9375,5.83446,0
2026-08-24 09:20:43+00:00,19.125,5.98041,0
2026-08-24 09:21:02+00:00,19.25,5.66014,0
2026-08-24 09:21:22+00:00,19.4375,5.86689,0
2026-08-24 09:21:43+00:00,19.5625,5.93987,0
2026-08-24 09:22:02+00:00,19.6875,5.59324,0
2026-08-24 09:22:24+00:00,19.8125,1.06081,0
2026-08-24 09:22:42+00:00,20.0,0.80338,0
2026-08-24 09:23:51+00:00,20.5,0.76081,0
2026-08-24 09:24:11+00:00,20.625,0.7973,0
2026-08-24 09:24:33+00:00,20.75,0.94122,0
2026-08-24 09:24:52+00:00,20.875,0.75068,0
2026-08-24 09:25:11+00:00,21.0,0.78108,0
2026-08-24 09:25:34+00:00,21.125,0.90473,0
2026-08-24 09:25:51+00:00,21.1875,0.76487,0
2026-08-24 09:26:11+00:00,21.3125,0.73243,0
2026-08-24 09:26:33+00:00,21.4375,1.0,0
2026-08-24 09:26:51+00:00,21.5625,0.88446,0
2026-08-24 09:27:13+00:00,21.625,0.72027,0
2026-08-24 09:27:33+00:00,21.75,4.58784,0
2026-08-24 09:27:52+00:00,21.875,5.22433,0
2026-08-24 09:28:11+00:00,22.0,5.46959,0
2026-08-24 09:28:33+00:00,22.0625,5.55878,0
2026-08-24 09:28:51+00:00,22.1875,5.78986,0
2026-08-24 09:29:13+00:00,22.3125,5.15338,0
2026-08-24 09:29:33+00:00,24.625,5.2446,0
2026-08-24 09:29:52+00:00,29.8125,5.24257,0
2026-08-24 09:30:11+00:00,32.3125,4.86351,0
2026-08-24 09:30:35+00:00,31.875,5.13514,0
2026-08-24 09:30:51+00:00,31.3125,4.76419,1
2026-08-24 09:31:11+00:00,30.9375,5.05,1
2026-08-24 09:31:33+00:00,30.6875,5.02162,0
2026-08-24 09:31:51+00:00,30.4375,4.83716,1
2026-08-24 09:32:11+00:00,30.3125,4.81892,1
2026-08-24 09:32:33+00:00,30.1875,4.60608,1
2026-08-24 09:32:52+00:00,30.0625,4.81081,1
2026-08-24 09:33:11+00:00,29.9375,4.01014,1
2026-08-24 09:33:34+00:00,29.875,4.35068,1
2026-08-24 09:33:54+00:00,29.8125,4.07095,1
2026-08-24 09:34:15+00:00,29.6875,4.52297,1
2026-08-24 09:34:33+00:00,29.625,4.01419,1
2026-08-24 09:34:52+00:00,29.625,3.38581,1
2026-08-24 09:35:12+00:00,29.5625,3.85811,1
2026-08-24 09:35:33+00:00,29.5,3.28851,1
2026-08-24 09:35:53+00:00,29.5,4.25743,1
2026-08-24 09:36:11+00:00,29.4375,3.22568,1
2026-08-24 09:36:37+00:00,29.4375,3.24189,1
2026-08-24 09:37:11+00:00,29.375,3.27432,1
2026-08-24 09:37:33+00:00,29.375,3.13851,1
2026-08-24 09:37:52+00:00,29.3125,3.79527,1
2026-08-24 09:38:11+00:00,29.3125,3.30473,1
2026-08-24 09:38:33+00:00,29.3125,3.82568,1
2026-08-24 09:38:52+00:00,29.3125,3.81554,1
2026-08-24 09:39:11+00:00,29.25,4.05473,1
2026-08-24 09:39:33+00:00,29.25,4.18649,1
2026-08-24 09:39:52+00:00,29.25,3.99189,1
2026-08-24 09:40:11+00:00,29.25,3.83784,1
2026-08-24 09:40:34+00:00,29.25,4.10541,1
2026-08-24 09:40:51+00:00,29.25,4.13581,1
2026-08-24 09:41:11+00:00,29.25,3.77905,1
2026-08-24 09:41:33+00:00,29.25,3.71014,1
2026-08-24 09:41:52+00:00,29.25,3.65338,1
2026-08-24 09:42:11+00:00,29.25,4.11351,1
2026-08-24 09:42:36+00:00,29.25,4.1723,1
2026-08-24 09:42:51+00:00,29.1875,4.27568,1
2026-08-24 09:43:11+00:00,29.1875,4.01622,1
2026-08-24 09:43:33+00:00,29.1875,3.85405,1
2026-08-24 09:43:52+00:00,29.1875,4.03243,1
2026-08-24 09:44:11+00:00,29.1875,4.15405,1
2026-08-24 09:44:33+00:00,29.25,3.99797,1
2026-08-24 09:44:53+00:00,29.1875,4.38716,1
2026-08-24 09:45:11+00:00,29.25,3.91689,1
2026-08-24 09:45:35+00:00,29.25,4.10135,1
2026-08-24 09:45:51+00:00,29.1875,4.19257,1
2026-08-24 09:46:11+00:00,29.25,4.13378,1
2026-08-24 09:46:35+00:00,29.25,4.37703,1
2026-08-24 09:46:51+00:00,29.1875,4.42365,1
2026-08-24 09:47:13+00:00,29.1875,4.17635,1
2026-08-24 09:47:33+00:00,29.1875,3.94527,1
2026-08-24 09:47:51+00:00,29.1875,4.41149,1
2026-08-24 09:48:11+00:00,29.25,4.33649,1
2026-08-24 09:48:34+00:00,29.25,4.72365,1
2026-08-24 09:48:51+00:00,29.25,4.62027,1
2026-08-24 09:49:11+00:00,29.25,4.40743,1
2026-08-24 09:49:36+00:00,29.3125,4.06284,1
2026-08-24 09:49:51+00:00,29.25,4.6973,1
2026-08-24 09:50:12+00:00,29.25,4.33041,1
2026-08-24 09:50:33+00:00,29.25,4.14797,1
2026-08-24 09:50:51+00:00,29.25,4.06284,1
2026-08-24 09:51:13+00:00,29.3125,4.02027,1
2026-08-24 09:51:33+00:00,29.3125,4.4277,1
2026-08-24 09:51:53+00:00,29.3125,4.31622,1
2026-08-24 09:52:11+00:00,29.3125,4.12568,1
2026-08-24 09:52:33+00:00,29.375,4.54527,1
2026-08-24 09:52:51+00:00,29.3125,4.525,1
2026-08-24 09:53:11+00:00,29.375,4.55743,1
2026-08-24 09:53:34+00:00,29.4375,4.37297,1
2026-08-24 09:53:51+00:00,29.4375,4.24122,1
2026-08-24 09:54:11+00:00,29.4375,4.0527,1
2026-08-24 09:54:35+00:00,29.4375,4.20473,1
2026-08-24 09:54:51+00:00,29.4375,4.46622,1
2026-08-24 09:55:15+00:00,29.4375,4.56149,1
2026-08-24 09:55:33+00:00,29.4375,4.15608,1
2026-08-24 09:55:51+00:00,29.5,4.18851,1
2026-08-24 09:56:13+00:00,29.5,4.08514,1
2026-08-24 09:56:33+00:00,29.5,4.16216,1
2026-08-24 09:56:52+00:00,29.5,4.04865,1
2026-08-24 09:57:11+00:00,29.5,4.21689,1
2026-08-24 09:57:35+00:00,29.5,4.33446,1
2026-08-24 09:57:51+00:00,29.5625,4.53311,1
2026-08-24 09:58:12+00:00,29.5,4.40135,1
2026-08-24 09:58:33+00:00,29.5625,4.0973,1
2026-08-24 09:58:52+00:00,29.5625,4.49257,1
2026-08-24 09:59:11+00:00,29.5625,4.50878,1
2026-08-24 09:59:33+00:00,29.5625,4.51892,1
2026-08-24 09:59:53+00:00,29.5625,4.5473,1
2026-08-24 10:00:11+00:00,29.625,4.34257,1
2026-08-24 10:00:34+00:00,29.625,4.48649,1
2026-08-24 10:00:51+00:00,29.625,3.89459,1
2026-08-24 10:01:11+00:00,29.625,3.80338,1
2026-08-24 10:01:36+00:00,29.625,3.97162,1
2026-08-24 10:01:51+00:00,29.625,3.94324,1
2026-08-24 10:02:12+00:00,29.6875,4.12365,1
2026-08-24 10:23:48+00:00,29.9375,3.87838,1
2026-08-24 10:25:55+00:00,33.0625,4.16014,1
2026-08-24 10:26:55+00:00,33.6875,4.04662,1
2026-08-24 10:27:55+00:00,32.3125,4.15203,1
2026-08-24 10:29:54+00:00,30.875,4.08716,1
2026-08-24 10:30:52+00:00,30.5625,4.37703,1
2026-08-24 10:31:52+00:00,30.375,4.16014,1
2026-08-24 10:32:51+00:00,30.25,4.34257,1
2026-08-24 10:33:52+00:00,30.125,3.74865,1
2026-08-24 10:34:52+00:00,30.0625,4.21689,1
2026-08-24 10:35:51+00:00,30.0,4.41554,1
2026-08-24 10:36:52+00:00,30.0,4.16824,1
2026-08-24 10:37:52+00:00,29.9375,4.42365,1
2026-08-24 10:38:52+00:00,29.9375,3.89054,1
2026-08-24 10:41:00+00:00,29.9375,4.08919,1
2026-08-24 10:41:58+00:00,33.5625,4.07703,1
2026-08-24 10:43:00+00:00,33.3125,4.27365,1
2026-08-24 10:45:22+00:00,31.5,3.90473,1
2026-08-24 10:46:19+00:00,31.125,4.34865,1
2026-08-24 10:47:19+00:00,30.9375,3.75068,1
2026-08-24 10:48:19+00:00,30.75,4.11149,1
2026-08-24 10:49:19+00:00,30.625,4.16622,1
2026-08-24 10:50:19+00:00,30.5625,4.07095,1
2026-08-24 10:51:19+00:00,30.5625,3.86824,1
2026-08-24 10:52:19+00:00,30.5,3.98176,1
2026-08-24 10:53:21+00:00,30.4375,4.34257,1
2026-08-24 10:54:19+00:00,30.4375,3.62703,1
